sno,name,handedness,height,weight,avg,HR,ratio,bodyindex,bodytype,CatAvg
407,Kevin Bell,RIGHT,72,195,0.222,13,0.369230769,0,HEAVY,4.50E-04
408,Tom Nieto,RIGHT,73,193,0.205,5,0.378238342,0,HEAVY,4.50E-04
409,Duke Sims,LEFT,74,197,0.239,100,0.375634518,0,HEAVY,9.95E-04
410,Larvell Blanks,RIGHT,68,167,0.253,20,0.407185629,1,MODERATE,4.50E-04
412,Mike Davis,LEFT,74,175,0.259,91,0.422857143,1,MODERATE,9.95E-04
413,Jerry Reuss,LEFT,77,200,0.167,1,0.385,1,MODERATE,9.95E-04
414,Steve Yeager,RIGHT,72,190,0.228,102,0.378947368,0,HEAVY,4.50E-04
415,Danny Goodwin,LEFT,73,195,0.236,13,0.374358974,0,HEAVY,9.95E-04
416,Bud Harrelson,BOTH,71,160,0.236,7,0.44375,2,LEAN,0.002943388
417,Bob Knepper,LEFT,75,195,0.137,6,0.384615385,1,MODERATE,9.95E-04
418,Mickey Rivers,LEFT,70,165,0.295,61,0.424242424,1,MODERATE,9.95E-04
419,Jim Northrup,LEFT,75,190,0.267,153,0.394736842,1,MODERATE,9.95E-04
420,John Hale,LEFT,74,195,0.201,14,0.379487179,1,MODERATE,9.95E-04
422,Pedro Garcia,RIGHT,70,175,0.22,37,0.4,1,MODERATE,4.50E-04
423,Carl Yastrzemski,LEFT,71,175,0.285,452,0.405714286,1,MODERATE,9.95E-04
426,Derrel Thomas,BOTH,72,160,0.249,43,0.45,2,LEAN,0.002943388
427,Art Howe,RIGHT,74,190,0.26,43,0.389473684,1,MODERATE,4.50E-04
428,Ike Brown,RIGHT,72,190,0.256,20,0.378947368,0,HEAVY,4.50E-04
429,Howie Goss,RIGHT,76,204,0.216,11,0.37254902,0,HEAVY,4.50E-04
430,Glenn Borgmann,RIGHT,76,210,0.229,16,0.361904762,0,HEAVY,4.50E-04
431,Lamar Johnson,RIGHT,74,215,0.287,64,0.344186047,0,HEAVY,4.50E-04
432,Julio Gonzalez,RIGHT,71,162,0.235,4,0.438271605,2,LEAN,4.50E-04
433,Bobby Klaus,RIGHT,70,170,0.208,6,0.411764706,1,MODERATE,4.50E-04
434,Manny Sanguillen,RIGHT,72,193,0.296,65,0.373056995,0,HEAVY,4.50E-04
435,Gates Brown,LEFT,71,220,0.257,84,0.322727273,0,HEAVY,9.95E-04
436,Johnny Ray,BOTH,71,170,0.29,53,0.417647059,1,MODERATE,0.002943388
437,Jesus Alou,RIGHT,74,190,0.28,32,0.389473684,1,MODERATE,4.50E-04
438,Ken Landreaux,LEFT,70,165,0.268,91,0.424242424,1,MODERATE,9.95E-04
439,Enos Cabell,RIGHT,76,170,0.277,60,0.447058824,2,LEAN,4.50E-04
441,Billy North,BOTH,71,185,0.261,20,0.383783784,1,MODERATE,0.002943388
442,Juan Beniquez,RIGHT,71,150,0.274,79,0.473333333,2,LEAN,4.50E-04
443,Frank Fernandez,RIGHT,72,185,0.199,39,0.389189189,1,MODERATE,4.50E-04
444,Bombo Rivera,RIGHT,70,187,0.265,10,0.374331551,0,HEAVY,4.50E-04
445,Steve Brye,RIGHT,72,190,0.258,30,0.378947368,0,HEAVY,4.50E-04
446,Ron Jackson,RIGHT,72,200,0.259,56,0.36,0,HEAVY,4.50E-04
447,Roger Metzger,BOTH,72,165,0.231,5,0.436363636,2,LEAN,0.002943388
448,Rufino Linares,RIGHT,72,170,0.27,11,0.423529412,1,MODERATE,4.50E-04
449,Ray Webster,LEFT,72,185,0.244,17,0.389189189,1,MODERATE,9.95E-04
450,Bob Kearney,RIGHT,72,190,0.233,27,0.378947368,0,HEAVY,4.50E-04
451,Fergie Jenkins,RIGHT,77,205,0.165,13,0.375609756,0,HEAVY,4.50E-04
452,Dick Dietz,RIGHT,73,195,0.261,66,0.374358974,0,HEAVY,4.50E-04
453,Ted Cox,RIGHT,75,195,0.245,10,0.384615385,1,MODERATE,4.50E-04
454,Bobby Mitchell,LEFT,70,170,0.243,3,0.411764706,1,MODERATE,9.95E-04
455,Bobby Mitchell,RIGHT,75,185,0.235,21,0.405405405,1,MODERATE,4.50E-04
456,Barry Evans,RIGHT,73,180,0.251,2,0.405555556,1,MODERATE,4.50E-04
457,Mickey Brantley,RIGHT,70,180,0.259,32,0.388888889,1,MODERATE,4.50E-04
458,Al Gallagher,RIGHT,72,180,0.263,11,0.4,1,MODERATE,4.50E-04
460,Hector Cruz,RIGHT,71,170,0.225,39,0.417647059,1,MODERATE,4.50E-04
462,Woody Woodward,RIGHT,74,180,0.236,1,0.411111111,1,MODERATE,4.50E-04
463,Ted Martinez,RIGHT,72,165,0.24,7,0.436363636,2,LEAN,4.50E-04
464,Jim Anderson,RIGHT,72,170,0.218,13,0.423529412,1,MODERATE,4.50E-04
465,Lenn Sakata,RIGHT,69,160,0.23,25,0.43125,1,MODERATE,4.50E-04
466,Dave Duncan,RIGHT,74,190,0.214,109,0.389473684,1,MODERATE,4.50E-04
468,Dick Billings,RIGHT,73,195,0.227,16,0.374358974,0,HEAVY,4.50E-04
470,Bruce Bochte,LEFT,75,195,0.282,100,0.384615385,1,MODERATE,9.95E-04
471,Bernie Carbo,LEFT,71,173,0.264,96,0.410404624,1,MODERATE,9.95E-04
472,Vic Davalillo,LEFT,67,150,0.279,36,0.446666667,2,LEAN,9.95E-04
473,Burt Hooton,RIGHT,73,210,0.123,4,0.347619048,0,HEAVY,4.50E-04
476,Fernando Gonzalez,RIGHT,70,165,0.235,17,0.424242424,1,MODERATE,4.50E-04
477,Jim Sundberg,RIGHT,72,190,0.248,95,0.378947368,0,HEAVY,4.50E-04
478,Andy Kosco,RIGHT,75,205,0.236,73,0.365853659,0,HEAVY,4.50E-04
479,Steve Huntz,BOTH,73,204,0.206,16,0.357843137,0,HEAVY,0.002943388
481,Lenny Faedo,RIGHT,72,170,0.251,5,0.423529412,1,MODERATE,4.50E-04
482,John Lowenstein,LEFT,72,175,0.253,116,0.411428571,1,MODERATE,9.95E-04
483,Don Kessinger,BOTH,73,170,0.252,14,0.429411765,1,MODERATE,0.002943388
484,Joe Hague,LEFT,72,195,0.239,40,0.369230769,0,HEAVY,9.95E-04
485,Bake McBride,LEFT,74,190,0.299,63,0.389473684,1,MODERATE,9.95E-04
486,Dick Davis,RIGHT,75,190,0.265,27,0.394736842,1,MODERATE,4.50E-04
487,Richie Scheinblum,BOTH,73,180,0.263,13,0.405555556,1,MODERATE,0.002943388
488,Ed Herrmann,LEFT,73,195,0.24,80,0.374358974,0,HEAVY,9.95E-04
491,Bob Molinaro,LEFT,72,190,0.264,14,0.378947368,0,HEAVY,9.95E-04
492,Mike Hegan,LEFT,73,188,0.242,53,0.388297872,1,MODERATE,9.95E-04
493,Mike Diaz,RIGHT,74,195,0.247,31,0.379487179,1,MODERATE,4.50E-04
494,Tim Foli,RIGHT,72,179,0.251,25,0.402234637,1,MODERATE,4.50E-04
495,Alan Knicely,RIGHT,72,190,0.213,12,0.378947368,0,HEAVY,4.50E-04
496,Tim Laudner,RIGHT,75,212,0.225,77,0.353773585,0,HEAVY,4.50E-04
497,Jose Morales,RIGHT,71,187,0.287,26,0.379679144,1,MODERATE,4.50E-04
500,Juan Marichal,RIGHT,72,185,0.165,4,0.389189189,1,MODERATE,4.50E-04
501,Vida Blue,BOTH,72,189,0.104,4,0.380952381,1,MODERATE,0.002943388
504,Stan Papi,RIGHT,72,170,0.218,7,0.423529412,1,MODERATE,4.50E-04
505,Rob Wilfong,LEFT,73,180,0.248,39,0.405555556,1,MODERATE,9.95E-04
507,Steve Henderson,RIGHT,74,190,0.28,68,0.389473684,1,MODERATE,4.50E-04
508,Rob Picciolo,RIGHT,74,185,0.234,17,0.4,1,MODERATE,4.50E-04
511,Roberto Pena,RIGHT,68,170,0.245,13,0.4,1,MODERATE,4.50E-04
512,Bob Dernier,RIGHT,72,160,0.255,23,0.45,2,LEAN,4.50E-04
513,Bill Melton,RIGHT,74,200,0.253,160,0.37,0,HEAVY,4.50E-04
514,Albert Hall,BOTH,71,155,0.251,5,0.458064516,2,LEAN,0.002943388
515,Barbaro Garbey,RIGHT,70,170,0.267,11,0.411764706,1,MODERATE,4.50E-04
516,John Milner,LEFT,72,185,0.249,131,0.389189189,1,MODERATE,9.95E-04
517,Rich Reese,LEFT,75,185,0.253,52,0.405405405,1,MODERATE,9.95E-04
518,Chris Bando,BOTH,72,195,0.227,27,0.369230769,0,HEAVY,0.002943388
519,Bill Buckner,LEFT,72,185,0.289,174,0.389189189,1,MODERATE,9.95E-04
520,Jack Hiatt,RIGHT,74,190,0.251,22,0.389473684,1,MODERATE,4.50E-04
521,Nelson Mathews,RIGHT,76,195,0.223,22,0.38974359,1,MODERATE,4.50E-04
523,Ron Theobald,RIGHT,68,165,0.248,2,0.412121212,1,MODERATE,4.50E-04
525,Rafael Santana,RIGHT,73,165,0.246,13,0.442424242,2,LEAN,4.50E-04
526,Jerry Hairston,BOTH,70,170,0.258,30,0.411764706,1,MODERATE,0.002943388
530,Tommie Aaron,RIGHT,75,190,0.229,13,0.394736842,1,MODERATE,4.50E-04
531,Steve Dillard,RIGHT,73,180,0.243,13,0.405555556,1,MODERATE,4.50E-04
534,George Scott,RIGHT,74,200,0.268,271,0.37,0,HEAVY,4.50E-04
536,Ken Walters,RIGHT,73,180,0.231,11,0.405555556,1,MODERATE,4.50E-04
537,Gorman Thomas,RIGHT,74,210,0.225,268,0.352380952,0,HEAVY,4.50E-04
538,Paul Dade,RIGHT,73,185,0.27,10,0.394594595,1,MODERATE,4.50E-04
539,Darrell Porter,LEFT,72,193,0.247,188,0.373056995,0,HEAVY,9.95E-04
541,Fred Stanley,RIGHT,70,165,0.216,10,0.424242424,1,MODERATE,4.50E-04
542,Larry Bowa,BOTH,70,155,0.26,15,0.451612903,2,LEAN,0.002943388
543,Tim Corcoran,LEFT,71,175,0.27,12,0.405714286,1,MODERATE,9.95E-04
544,Jim Spencer,LEFT,74,195,0.25,146,0.379487179,1,MODERATE,9.95E-04
545,Pete LaCock,LEFT,74,200,0.257,27,0.37,0,HEAVY,9.95E-04
546,Carl Morton,RIGHT,72,200,0.156,7,0.36,0,HEAVY,4.50E-04
547,Gary Gray,RIGHT,72,187,0.24,24,0.385026738,1,MODERATE,4.50E-04
548,Matty Alou,LEFT,69,160,0.307,31,0.43125,1,MODERATE,9.95E-04
550,Jim Dwyer,LEFT,70,165,0.26,77,0.424242424,1,MODERATE,9.95E-04
551,Dalton Jones,LEFT,73,180,0.235,41,0.405555556,1,MODERATE,9.95E-04
552,Rennie Stennett,RIGHT,71,160,0.274,41,0.44375,2,LEAN,4.50E-04
554,Jerry May,RIGHT,74,190,0.234,15,0.389473684,1,MODERATE,4.50E-04
555,Rich McKinney,RIGHT,71,185,0.225,20,0.383783784,1,MODERATE,4.50E-04
556,Clint Hurdle,LEFT,75,195,0.259,32,0.384615385,1,MODERATE,9.95E-04
557,Mike Andrews,RIGHT,75,195,0.258,66,0.384615385,1,MODERATE,4.50E-04
558,Bobby Clark,RIGHT,72,190,0.239,19,0.378947368,0,HEAVY,4.50E-04
560,Cliff Johnson,RIGHT,76,215,0.258,196,0.353488372,0,HEAVY,4.50E-04
562,Donn Clendenon,RIGHT,76,209,0.274,159,0.363636364,0,HEAVY,4.50E-04
563,Charlie James,RIGHT,73,195,0.255,29,0.374358974,0,HEAVY,4.50E-04
564,Bob Horner,RIGHT,73,195,0.277,218,0.374358974,0,HEAVY,4.50E-04
565,Tom Veryzer,RIGHT,73,175,0.241,14,0.417142857,1,MODERATE,4.50E-04
567,George Smith,RIGHT,70,170,0.205,9,0.411764706,1,MODERATE,4.50E-04
568,Jim Essian,RIGHT,74,195,0.244,33,0.379487179,1,MODERATE,4.50E-04
569,Onix Concepcion,RIGHT,66,160,0.239,3,0.4125,1,MODERATE,4.50E-04
570,Boots Day,LEFT,69,160,0.256,8,0.43125,1,MODERATE,9.95E-04
571,Brian Giles,RIGHT,73,165,0.228,10,0.442424242,2,LEAN,4.50E-04
572,Garry Maddox,RIGHT,75,175,0.285,117,0.428571429,1,MODERATE,4.50E-04
573,Alex Trevino,RIGHT,70,165,0.249,23,0.424242424,1,MODERATE,4.50E-04
574,Jim Price,RIGHT,72,192,0.214,18,0.375,0,HEAVY,4.50E-04
575,Felix Millan,RIGHT,71,172,0.279,22,0.412790698,1,MODERATE,4.50E-04
576,Steve Garvey,RIGHT,70,192,0.294,272,0.364583333,0,HEAVY,4.50E-04
577,Don Mincher,LEFT,75,205,0.249,200,0.365853659,0,HEAVY,9.95E-04
580,Tony Cloninger,RIGHT,72,210,0.192,11,0.342857143,0,HEAVY,4.50E-04
581,Jim Gosger,LEFT,71,185,0.226,30,0.383783784,1,MODERATE,9.95E-04
582,Chuck Harrison,RIGHT,70,185,0.238,17,0.378378378,0,HEAVY,4.50E-04
583,Mike Ivie,RIGHT,75,205,0.269,81,0.365853659,0,HEAVY,4.50E-04
586,Marvell Wynne,LEFT,71,175,0.247,40,0.405714286,1,MODERATE,9.95E-04
587,Dusty Baker,RIGHT,74,183,0.278,242,0.404371585,1,MODERATE,4.50E-04
588,Tucker Ashford,RIGHT,73,195,0.218,6,0.374358974,0,HEAVY,4.50E-04
589,Ned Yost,RIGHT,73,190,0.212,16,0.384210526,1,MODERATE,4.50E-04
590,Bob Stinson,BOTH,71,180,0.25,33,0.394444444,1,MODERATE,0.002943388
592,Gaylord Perry,RIGHT,76,205,0.131,6,0.370731707,0,HEAVY,4.50E-04
593,Dave Marshall,LEFT,73,182,0.246,16,0.401098901,1,MODERATE,9.95E-04
594,Mickey Hatcher,RIGHT,74,200,0.28,38,0.37,0,HEAVY,4.50E-04
595,Roger Repoz,LEFT,75,190,0.224,82,0.394736842,1,MODERATE,9.95E-04
597,John Orsino,RIGHT,75,215,0.249,40,0.348837209,0,HEAVY,4.50E-04
599,Johnny Briggs,LEFT,73,190,0.253,139,0.384210526,1,MODERATE,9.95E-04
601,Dave Hostetler,RIGHT,76,215,0.229,37,0.353488372,0,HEAVY,4.50E-04
602,Bob Jones,LEFT,74,195,0.221,20,0.379487179,1,MODERATE,9.95E-04
603,Keith Hernandez,LEFT,72,180,0.296,162,0.4,1,MODERATE,9.95E-04
606,Willie Upshaw,LEFT,72,185,0.262,123,0.389189189,1,MODERATE,9.95E-04
607,Dick Green,RIGHT,70,180,0.24,80,0.388888889,1,MODERATE,4.50E-04
608,Dane Iorg,LEFT,72,180,0.276,14,0.4,1,MODERATE,9.95E-04
609,Richie Hebner,LEFT,73,195,0.276,203,0.374358974,0,HEAVY,9.95E-04
610,Fran Healy,RIGHT,77,220,0.25,20,0.35,0,HEAVY,4.50E-04
611,Doc Edwards,RIGHT,74,215,0.238,15,0.344186047,0,HEAVY,4.50E-04
612,Sandy Alomar,BOTH,69,140,0.245,13,0.492857143,2,LEAN,0.002943388
613,Joe Strain,RIGHT,70,169,0.25,1,0.414201183,1,MODERATE,4.50E-04
614,Gene Richards,LEFT,72,175,0.29,26,0.411428571,1,MODERATE,9.95E-04
615,Buddy Bell,RIGHT,73,180,0.279,201,0.405555556,1,MODERATE,4.50E-04
616,Al Woods,LEFT,75,190,0.271,35,0.394736842,1,MODERATE,9.95E-04
617,Rudy Law,LEFT,73,165,0.271,18,0.442424242,2,LEAN,9.95E-04
619,Jody Davis,RIGHT,76,192,0.245,127,0.395833333,1,MODERATE,4.50E-04
620,Mike Edwards,RIGHT,70,154,0.25,2,0.454545455,2,LEAN,4.50E-04
623,Deron Johnson,RIGHT,74,200,0.244,245,0.37,0,HEAVY,4.50E-04
625,Don Wert,RIGHT,70,162,0.242,77,0.432098765,1,MODERATE,4.50E-04
626,Mike Fiore,LEFT,72,175,0.227,13,0.411428571,1,MODERATE,9.95E-04
627,Miguel Dilone,BOTH,72,160,0.265,6,0.45,2,LEAN,0.002943388
628,Greg Luzinski,RIGHT,73,220,0.276,307,0.331818182,0,HEAVY,4.50E-04
629,Bobby Tolan,LEFT,71,170,0.265,86,0.417647059,1,MODERATE,9.95E-04
632,Ron Woods,RIGHT,70,168,0.233,26,0.416666667,1,MODERATE,4.50E-04
633,Tony Horton,RIGHT,75,210,0.268,76,0.357142857,0,HEAVY,4.50E-04
634,Randy Hundley,RIGHT,71,170,0.236,82,0.417647059,1,MODERATE,4.50E-04
635,Jose Tartabull,LEFT,71,165,0.261,2,0.43030303,1,MODERATE,9.95E-04
636,Ben Oglivie,LEFT,74,160,0.273,235,0.4625,2,LEAN,9.95E-04
638,Bob Johnson,RIGHT,70,175,0.272,44,0.4,1,MODERATE,4.50E-04
639,Don Buford,BOTH,67,160,0.264,93,0.41875,1,MODERATE,0.002943388
640,Duane Kuiper,LEFT,72,175,0.271,1,0.411428571,1,MODERATE,9.95E-04
641,Brant Alyea,RIGHT,75,215,0.247,38,0.348837209,0,HEAVY,4.50E-04
642,Jerry Narron,LEFT,75,205,0.211,21,0.365853659,0,HEAVY,9.95E-04
643,Lou Johnson,RIGHT,71,170,0.258,48,0.417647059,1,MODERATE,4.50E-04
644,Ken Retzer,LEFT,72,185,0.264,14,0.389189189,1,MODERATE,9.95E-04
645,Mike Brown,RIGHT,74,195,0.265,23,0.379487179,1,MODERATE,4.50E-04
647,Greg Walker,LEFT,75,205,0.26,113,0.365853659,0,HEAVY,9.95E-04
648,Terry Harper,RIGHT,76,195,0.253,36,0.38974359,1,MODERATE,4.50E-04
649,Jerry Royster,RIGHT,72,165,0.249,40,0.436363636,2,LEAN,4.50E-04
652,Barry Bonnell,RIGHT,75,190,0.272,56,0.394736842,1,MODERATE,4.50E-04
653,Tom Seaver,RIGHT,73,195,0.154,12,0.374358974,0,HEAVY,4.50E-04
654,Jerry Martin,RIGHT,73,195,0.251,85,0.374358974,0,HEAVY,4.50E-04
655,Bill Stein,RIGHT,70,170,0.267,44,0.411764706,1,MODERATE,4.50E-04
656,Joel Youngblood,RIGHT,72,180,0.265,80,0.4,1,MODERATE,4.50E-04
657,Reggie Jackson,LEFT,72,195,0.262,563,0.369230769,0,HEAVY,9.95E-04
658,Sonny Jackson,LEFT,69,150,0.251,7,0.46,2,LEAN,9.95E-04
660,Rodney Scott,BOTH,72,160,0.236,3,0.45,2,LEAN,0.002943388
661,Rich Coggins,LEFT,68,170,0.265,12,0.4,1,MODERATE,9.95E-04
662,Phil Gagliano,RIGHT,73,180,0.238,14,0.405555556,1,MODERATE,4.50E-04
663,Jerry McNertney,RIGHT,72,180,0.237,27,0.4,1,MODERATE,4.50E-04
664,Mitchell Page,LEFT,74,205,0.266,72,0.36097561,0,HEAVY,9.95E-04
665,Kiko Garcia,RIGHT,71,180,0.239,12,0.394444444,1,MODERATE,4.50E-04
666,Larry Milbourne,BOTH,72,161,0.254,11,0.447204969,2,LEAN,0.002943388
667,Bill Sudakis,BOTH,73,190,0.234,59,0.384210526,1,MODERATE,0.002943388
669,Domingo Ramos,RIGHT,70,154,0.24,8,0.454545455,2,LEAN,4.50E-04
670,Ron Oester,BOTH,74,185,0.265,42,0.4,1,MODERATE,0.002943388
671,Glenn Adams,LEFT,73,180,0.28,34,0.405555556,1,MODERATE,9.95E-04
673,Joe Morgan,LEFT,67,160,0.271,268,0.41875,1,MODERATE,9.95E-04
674,R.J. Reynolds,BOTH,72,190,0.267,35,0.378947368,0,HEAVY,0.002943388
676,Lee Thomas,LEFT,74,195,0.255,106,0.379487179,1,MODERATE,9.95E-04
677,Ray Fosse,RIGHT,74,215,0.256,61,0.344186047,0,HEAVY,4.50E-04
678,Paul Popovich,BOTH,72,175,0.233,14,0.411428571,1,MODERATE,0.002943388
679,John Stephenson,LEFT,71,180,0.216,12,0.394444444,1,MODERATE,9.95E-04
680,Doug Clemens,LEFT,72,180,0.229,12,0.4,1,MODERATE,9.95E-04
682,Orlando Mercado,RIGHT,72,180,0.199,7,0.4,1,MODERATE,4.50E-04
683,Charley Smith,RIGHT,73,170,0.239,69,0.429411765,1,MODERATE,4.50E-04
685,Buddy Biancalana,BOTH,71,160,0.205,6,0.44375,2,LEAN,0.002943388
687,Bob Uecker,RIGHT,73,190,0.2,14,0.384210526,1,MODERATE,4.50E-04
688,Felix Torres,RIGHT,71,165,0.254,27,0.43030303,1,MODERATE,4.50E-04
689,Steve Braun,LEFT,70,180,0.271,52,0.388888889,1,MODERATE,9.95E-04
690,Ray Knight,RIGHT,73,185,0.271,84,0.394594595,1,MODERATE,4.50E-04
691,Ty Cline,LEFT,72,170,0.238,6,0.423529412,1,MODERATE,9.95E-04
692,Thad Bosley,LEFT,75,175,0.272,20,0.428571429,1,MODERATE,9.95E-04
693,Bobby Grich,RIGHT,74,180,0.266,224,0.411111111,1,MODERATE,4.50E-04
694,Jimmie Hall,LEFT,72,175,0.254,121,0.411428571,1,MODERATE,9.95E-04
695,John Boccabella,RIGHT,73,195,0.219,26,0.374358974,0,HEAVY,4.50E-04
696,Brock Davis,LEFT,70,160,0.26,1,0.4375,2,LEAN,9.95E-04
698,Curt Blefary,LEFT,74,195,0.237,112,0.379487179,1,MODERATE,9.95E-04
701,Mack Jones,LEFT,73,180,0.252,133,0.405555556,1,MODERATE,9.95E-04
702,Buddy Bradford,RIGHT,71,170,0.226,52,0.417647059,1,MODERATE,4.50E-04
703,Hosken Powell,LEFT,73,175,0.259,17,0.417142857,1,MODERATE,9.95E-04
705,Dave Stapleton,RIGHT,73,178,0.271,41,0.41011236,1,MODERATE,4.50E-04
706,Gary Ward,RIGHT,74,195,0.276,130,0.379487179,1,MODERATE,4.50E-04
707,Jim Lonborg,RIGHT,77,200,0.136,3,0.385,1,MODERATE,4.50E-04
708,Joe Lis,RIGHT,72,175,0.233,32,0.411428571,1,MODERATE,4.50E-04
709,Dan Meyer,LEFT,71,180,0.253,86,0.394444444,1,MODERATE,9.95E-04
710,Jim Holt,LEFT,72,180,0.265,19,0.4,1,MODERATE,9.95E-04
712,Larry Herndon,RIGHT,75,190,0.274,107,0.394736842,1,MODERATE,4.50E-04
716,Wallace Johnson,BOTH,72,173,0.255,5,0.416184971,1,MODERATE,0.002943388
718,Eddie Leon,RIGHT,72,170,0.236,24,0.423529412,1,MODERATE,4.50E-04
720,Jim Wohlford,RIGHT,71,175,0.26,21,0.405714286,1,MODERATE,4.50E-04
721,J.R. Richard,RIGHT,80,222,0.168,10,0.36036036,0,HEAVY,4.50E-04
722,Bill Voss,LEFT,74,160,0.227,19,0.4625,2,LEAN,9.95E-04
723,Keith Moreland,RIGHT,72,190,0.279,121,0.378947368,0,HEAVY,4.50E-04
725,Alex Johnson,RIGHT,72,205,0.288,78,0.351219512,0,HEAVY,4.50E-04
726,Wayne Krenchicki,LEFT,73,180,0.266,15,0.405555556,1,MODERATE,9.95E-04
728,Dave Rosello,RIGHT,71,160,0.236,10,0.44375,2,LEAN,4.50E-04
730,Paul Schaal,RIGHT,71,165,0.244,57,0.43030303,1,MODERATE,4.50E-04
731,Tito Landrum,RIGHT,71,175,0.249,13,0.405714286,1,MODERATE,4.50E-04
732,Dave Edwards,RIGHT,72,170,0.237,14,0.423529412,1,MODERATE,4.50E-04
733,Mario Guerrero,RIGHT,70,155,0.257,7,0.451612903,2,LEAN,4.50E-04
734,Tom Tresh,BOTH,73,180,0.245,153,0.405555556,1,MODERATE,0.002943388
736,Ron Roenicke,BOTH,72,180,0.238,17,0.4,1,MODERATE,0.002943388
737,Doug Griffin,RIGHT,72,160,0.245,7,0.45,2,LEAN,4.50E-04
738,Steve Blass,RIGHT,72,165,0.172,1,0.436363636,2,LEAN,4.50E-04
739,Johnnie LeMaster,RIGHT,74,165,0.222,22,0.448484848,2,LEAN,4.50E-04
741,Nate Oliver,RIGHT,70,160,0.226,2,0.4375,2,LEAN,4.50E-04
742,Ray Sadecki,LEFT,71,180,0.191,5,0.394444444,1,MODERATE,9.95E-04
743,Ken Rudolph,RIGHT,73,180,0.213,6,0.405555556,1,MODERATE,4.50E-04
744,Wayne Nordhagen,RIGHT,74,205,0.282,39,0.36097561,0,HEAVY,4.50E-04
745,Biff Pocoroba,BOTH,70,175,0.257,21,0.4,1,MODERATE,0.002943388
746,Len Matuszek,LEFT,74,190,0.234,30,0.389473684,1,MODERATE,9.95E-04
748,Joe Lefebvre,LEFT,70,170,0.258,31,0.411764706,1,MODERATE,9.95E-04
749,Jim Maloney,LEFT,74,190,0.201,7,0.389473684,1,MODERATE,9.95E-04
750,Andre Robertson,RIGHT,70,155,0.251,5,0.451612903,2,LEAN,4.50E-04
751,Jerry Zimmerman,RIGHT,74,185,0.204,3,0.4,1,MODERATE,4.50E-04
754,Chet Lemon,RIGHT,72,190,0.273,215,0.378947368,0,HEAVY,4.50E-04
756,Phil Mankowski,LEFT,72,180,0.264,8,0.4,1,MODERATE,9.95E-04
757,Cleon Jones,RIGHT,72,185,0.281,93,0.389189189,1,MODERATE,4.50E-04
758,Joaquin Andujar,BOTH,72,170,0.127,5,0.423529412,1,MODERATE,0.002943388
759,Mike Lum,LEFT,72,180,0.247,90,0.4,1,MODERATE,9.95E-04
760,Johnny Grubb,LEFT,75,175,0.278,99,0.428571429,1,MODERATE,9.95E-04
761,Curt Motton,RIGHT,68,164,0.213,25,0.414634146,1,MODERATE,4.50E-04
762,Johnny Bench,RIGHT,73,197,0.267,389,0.370558376,0,HEAVY,4.50E-04
763,Dale Berra,RIGHT,72,180,0.236,49,0.4,1,MODERATE,4.50E-04
765,Bob Meacham,BOTH,73,175,0.236,8,0.417142857,1,MODERATE,0.002943388
767,Carl Warwick,RIGHT,70,170,0.248,31,0.411764706,1,MODERATE,4.50E-04
768,Sam Bowens,RIGHT,73,188,0.223,45,0.388297872,1,MODERATE,4.50E-04
769,George Wright,BOTH,71,180,0.245,42,0.394444444,1,MODERATE,0.002943388
770,Luis Aguayo,RIGHT,69,173,0.236,37,0.398843931,1,MODERATE,4.50E-04
771,Hal Lanier,RIGHT,74,180,0.228,8,0.411111111,1,MODERATE,4.50E-04
773,Len Randle,BOTH,70,169,0.257,27,0.414201183,1,MODERATE,0.002943388
774,Greg Pryor,RIGHT,72,180,0.25,14,0.4,1,MODERATE,4.50E-04
775,Jim Traber,LEFT,72,194,0.227,27,0.371134021,0,HEAVY,9.95E-04
776,Dave Nelson,RIGHT,70,160,0.244,20,0.4375,2,LEAN,4.50E-04
777,Lynn Jones,RIGHT,69,175,0.252,7,0.394285714,1,MODERATE,4.50E-04
778,Bryan Little,BOTH,70,160,0.245,3,0.4375,2,LEAN,0.002943388
779,Ken Suarez,RIGHT,69,175,0.227,5,0.394285714,1,MODERATE,4.50E-04
780,Rick Peters,BOTH,69,170,0.277,2,0.405882353,1,MODERATE,0.002943388
781,Ron Stone,LEFT,74,185,0.241,6,0.4,1,MODERATE,9.95E-04
783,Tommie Agee,RIGHT,71,195,0.255,130,0.364102564,0,HEAVY,4.50E-04
784,Bob Bailey,RIGHT,73,180,0.257,189,0.405555556,1,MODERATE,4.50E-04
785,Cap Peterson,RIGHT,74,195,0.23,19,0.379487179,1,MODERATE,4.50E-04
786,Ted Uhlaender,LEFT,74,190,0.263,36,0.389473684,1,MODERATE,9.95E-04
787,Ted Simmons,BOTH,71,193,0.285,248,0.367875648,0,HEAVY,0.002943388
788,Bobby Murcer,LEFT,71,160,0.277,252,0.44375,2,LEAN,9.95E-04
789,Dick Tracewski,RIGHT,71,160,0.213,8,0.44375,2,LEAN,4.50E-04
792,Bill Nahorodny,RIGHT,74,200,0.241,25,0.37,0,HEAVY,4.50E-04
793,Bill Madlock,RIGHT,71,180,0.305,163,0.394444444,1,MODERATE,4.50E-04
794,Bob Boone,RIGHT,74,195,0.254,105,0.379487179,1,MODERATE,4.50E-04
796,Steve Kemp,LEFT,72,195,0.278,130,0.369230769,0,HEAVY,9.95E-04
