sno,name,handedness,height,weight,avg,HR,ratio,bodyindex,bodytype,CatAvg
311,Vic Correll,RIGHT,70,185,0.229,29,0.378378378,0,HEAVY,0.0003795
312,Jackie Hernandez,RIGHT,71,165,0.208,12,0.43030303,1,MODERATE,0.0003795
313,Tony Solaita,LEFT,72,210,0.255,50,0.342857143,0,HEAVY,0.000647192
314,U L Washington,BOTH,71,175,0.251,27,0.405714286,1,MODERATE,0.002755676
315,Gary Mielke,RIGHT,75,185,0,0,0.405405405,1,MODERATE,0.0003795
316,Rick Henninger,RIGHT,78,225,0,0,0.346666667,0,HEAVY,0.0003795
317,Joe Foy,RIGHT,72,215,0.248,58,0.334883721,0,HEAVY,0.0003795
318,Ed Goodson,LEFT,75,180,0.26,30,0.416666667,1,MODERATE,0.000647192
319,Mark Brown,BOTH,74,190,0,0,0.389473684,1,MODERATE,0.002755676
320,Mickey Klutts,RIGHT,71,170,0.241,14,0.417647059,1,MODERATE,0.0003795
321,Leroy Stanton,RIGHT,73,195,0.244,77,0.374358974,0,HEAVY,0.0003795
322,Rafael Vasquez,RIGHT,72,160,0,0,0.45,2,LEAN,0.0003795
323,Len Whitehouse,LEFT,71,175,0,0,0.405714286,1,MODERATE,0.000647192
324,Danny Ainge,RIGHT,76,175,0.22,2,0.434285714,1,MODERATE,0.0003795
325,Adolfo Phillips,RIGHT,73,175,0.247,59,0.417142857,1,MODERATE,0.0003795
326,Marv Breeding,RIGHT,72,175,0.25,7,0.411428571,1,MODERATE,0.0003795
327,Steve Adkins,RIGHT,78,210,0,0,0.371428571,0,HEAVY,0.0003795
328,Dick McAuliffe,LEFT,71,176,0.247,197,0.403409091,1,MODERATE,0.000647192
329,Joe Horlen,RIGHT,72,170,0.134,0,0.423529412,1,MODERATE,0.0003795
330,Glenn Burke,RIGHT,72,195,0.237,2,0.369230769,0,HEAVY,0.0003795
331,Tony Mack,RIGHT,70,177,0,0,0.395480226,1,MODERATE,0.0003795
332,Terry Humphrey,RIGHT,75,185,0.211,6,0.405405405,1,MODERATE,0.0003795
333,Bill Moran,RIGHT,76,210,0,0,0.361904762,0,HEAVY,0.0003795
334,Enzo Hernandez,RIGHT,68,155,0.224,2,0.438709677,2,LEAN,0.0003795
335,Cesar Gutierrez,RIGHT,69,155,0.235,0,0.44516129,2,LEAN,0.0003795
336,Coco Laboy,RIGHT,70,165,0.233,28,0.424242424,1,MODERATE,0.0003795
337,Ted Kubiak,BOTH,72,175,0.231,13,0.411428571,1,MODERATE,0.002755676
338,Jim Morrison,RIGHT,71,175,0.26,112,0.405714286,1,MODERATE,0.0003795
339,Tom Gilles,RIGHT,73,185,0,0,0.394594595,1,MODERATE,0.0003795
340,Bobby Knoop,RIGHT,73,170,0.236,56,0.429411765,1,MODERATE,0.0003795
341,Bobby Brown,BOTH,74,190,0.245,26,0.389473684,1,MODERATE,0.002755676
342,Tom Hutton,LEFT,71,180,0.248,22,0.394444444,1,MODERATE,0.000647192
343,Ron Hodges,LEFT,73,185,0.24,19,0.394594595,1,MODERATE,0.000647192
344,Rich Chiles,LEFT,71,170,0.254,6,0.417647059,1,MODERATE,0.000647192
345,Tom Paciorek,RIGHT,76,215,0.282,86,0.353488372,0,HEAVY,0.0003795
346,Gary Woods,RIGHT,74,185,0.243,13,0.4,1,MODERATE,0.0003795
347,Bob Montgomery,RIGHT,73,195,0.258,23,0.374358974,0,HEAVY,0.0003795
348,Jeff Burroughs,RIGHT,73,200,0.261,240,0.365,0,HEAVY,0.0003795
349,Rusty Staub,LEFT,74,190,0.279,292,0.389473684,1,MODERATE,0.000647192
350,Jim Norris,LEFT,70,175,0.264,7,0.4,1,MODERATE,0.000647192
351,Oscar Gamble,LEFT,71,160,0.265,200,0.44375,2,LEAN,0.000647192
352,Bob Kammeyer,RIGHT,76,210,0,0,0.361904762,0,HEAVY,0.0003795
353,George Vukovich,LEFT,72,198,0.268,27,0.363636364,0,HEAVY,0.000647192
354,Joe Pactwa,LEFT,71,185,0,0,0.383783784,1,MODERATE,0.000647192
355,Craig Reynolds,LEFT,73,175,0.256,42,0.417142857,1,MODERATE,0.000647192
356,Paul Blair,RIGHT,72,168,0.25,134,0.428571429,1,MODERATE,0.0003795
357,Al Cowens,RIGHT,73,197,0.27,108,0.370558376,0,HEAVY,0.0003795
358,Al Oliver,LEFT,72,195,0.303,219,0.369230769,0,HEAVY,0.000647192
359,Dave Hilton,RIGHT,71,191,0.213,6,0.371727749,0,HEAVY,0.0003795
360,Luis Alvarado,RIGHT,69,162,0.214,5,0.425925926,1,MODERATE,0.0003795
361,Larry Parrish,RIGHT,75,190,0.263,256,0.394736842,1,MODERATE,0.0003795
362,Woodie Fryman,RIGHT,75,197,0.138,2,0.38071066,1,MODERATE,0.0003795
363,Bob Randall,RIGHT,74,175,0.257,1,0.422857143,1,MODERATE,0.0003795
364,Jim Pankovits,RIGHT,70,170,0.25,9,0.411764706,1,MODERATE,0.0003795
365,Sherman Corbett,LEFT,76,205,0,0,0.370731707,0,HEAVY,0.000647192
366,Carmen Fanzone,RIGHT,72,200,0.224,20,0.36,0,HEAVY,0.0003795
367,Gary Allenson,RIGHT,71,185,0.221,19,0.383783784,1,MODERATE,0.0003795
368,Milt May,LEFT,72,190,0.263,77,0.378947368,0,HEAVY,0.000647192
369,Mike Vail,RIGHT,73,180,0.279,34,0.405555556,1,MODERATE,0.0003795
370,Nick Esasky,RIGHT,75,200,0.25,122,0.375,0,HEAVY,0.0003795
371,Jim Nettles,LEFT,72,186,0.22,16,0.387096774,1,MODERATE,0.000647192
372,Lafayette Currence,BOTH,71,175,0,0,0.405714286,1,MODERATE,0.002755676
373,Chris Cannizzaro,RIGHT,72,190,0.235,18,0.378947368,0,HEAVY,0.0003795
374,Larry Biittner,LEFT,74,205,0.273,29,0.36097561,0,HEAVY,0.000647192
375,John Pawlowski,RIGHT,74,175,0,0,0.422857143,1,MODERATE,0.0003795
376,Mel Stottlemyre,RIGHT,73,178,0.16,7,0.41011236,1,MODERATE,0.0003795
377,Jack Hardy,RIGHT,74,175,0,0,0.422857143,1,MODERATE,0.0003795
378,Ron Musselman,RIGHT,74,185,0,0,0.4,1,MODERATE,0.0003795
379,Roy Smalley,BOTH,73,185,0.257,163,0.394594595,1,MODERATE,0.002755676
380,Tony Chevez,RIGHT,71,177,0,0,0.401129944,1,MODERATE,0.0003795
381,Andy Messersmith,RIGHT,73,200,0.17,5,0.365,0,HEAVY,0.0003795
382,Richie Zisk,RIGHT,73,200,0.287,207,0.365,0,HEAVY,0.0003795
383,Dave Chalk,RIGHT,70,175,0.252,15,0.4,1,MODERATE,0.0003795
384,Don Baylor,RIGHT,73,190,0.26,338,0.384210526,1,MODERATE,0.0003795
385,John Vukovich,RIGHT,73,187,0.161,6,0.390374332,1,MODERATE,0.0003795
386,Danny Thompson,RIGHT,72,183,0.248,15,0.393442623,1,MODERATE,0.0003795
387,Joe Simpson,LEFT,75,175,0.242,9,0.428571429,1,MODERATE,0.000647192
388,Bill Fahey,LEFT,72,200,0.241,7,0.36,0,HEAVY,0.000647192
389,Doug Camilli,RIGHT,71,195,0.199,18,0.364102564,0,HEAVY,0.0003795
390,Bernie Allen,LEFT,72,175,0.239,73,0.411428571,1,MODERATE,0.000647192
391,Bruce Bochy,RIGHT,75,205,0.239,26,0.365853659,0,HEAVY,0.0003795
392,Gary Ignasiak,RIGHT,71,185,0,0,0.383783784,1,MODERATE,0.0003795
393,Claudell Washington,LEFT,72,190,0.278,164,0.378947368,0,HEAVY,0.000647192
394,John Donaldson,LEFT,71,160,0.238,4,0.44375,2,LEAN,0.000647192
395,Mike Smithson,LEFT,80,215,0,0,0.372093023,0,HEAVY,0.000647192
396,John Mayberry,LEFT,75,215,0.253,255,0.348837209,0,HEAVY,0.000647192
397,Ken Reitz,RIGHT,72,180,0.26,68,0.4,1,MODERATE,0.0003795
398,Amos Otis,RIGHT,71,165,0.277,193,0.43030303,1,MODERATE,0.0003795
399,Gene Alley,RIGHT,70,160,0.254,55,0.4375,2,LEAN,0.0003795
400,Ted Sizemore,RIGHT,70,165,0.262,23,0.424242424,1,MODERATE,0.0003795
401,Dan Briggs,LEFT,72,180,0.195,12,0.4,1,MODERATE,0.000647192
402,Joe Skalski,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
403,Doug Flynn,RIGHT,71,165,0.238,7,0.43030303,1,MODERATE,0.0003795
404,Bert Bradley,BOTH,73,190,0,0,0.384210526,1,MODERATE,0.002755676
405,Ken Holtzman,RIGHT,74,175,0.163,2,0.422857143,1,MODERATE,0.0003795
406,Pete Ward,LEFT,73,185,0.254,98,0.394594595,1,MODERATE,0.000647192
407,Kevin Bell,RIGHT,72,195,0.222,13,0.369230769,0,HEAVY,0.0003795
408,Tom Nieto,RIGHT,73,193,0.205,5,0.378238342,0,HEAVY,0.0003795
409,Duke Sims,LEFT,74,197,0.239,100,0.375634518,0,HEAVY,0.000647192
410,Larvell Blanks,RIGHT,68,167,0.253,20,0.407185629,1,MODERATE,0.0003795
411,Francisco Barrios,RIGHT,71,155,0,0,0.458064516,2,LEAN,0.0003795
412,Mike Davis,LEFT,74,175,0.259,91,0.422857143,1,MODERATE,0.000647192
413,Jerry Reuss,LEFT,77,200,0.167,1,0.385,1,MODERATE,0.000647192
414,Steve Yeager,RIGHT,72,190,0.228,102,0.378947368,0,HEAVY,0.0003795
415,Danny Goodwin,LEFT,73,195,0.236,13,0.374358974,0,HEAVY,0.000647192
416,Bud Harrelson,BOTH,71,160,0.236,7,0.44375,2,LEAN,0.002755676
417,Bob Knepper,LEFT,75,195,0.137,6,0.384615385,1,MODERATE,0.000647192
418,Mickey Rivers,LEFT,70,165,0.295,61,0.424242424,1,MODERATE,0.000647192
419,Jim Northrup,LEFT,75,190,0.267,153,0.394736842,1,MODERATE,0.000647192
420,John Hale,LEFT,74,195,0.201,14,0.379487179,1,MODERATE,0.000647192
421,Reggie Ritter,LEFT,74,195,0,0,0.379487179,1,MODERATE,0.000647192
422,Pedro Garcia,RIGHT,70,175,0.22,37,0.4,1,MODERATE,0.0003795
423,Carl Yastrzemski,LEFT,71,175,0.285,452,0.405714286,1,MODERATE,0.000647192
424,Bob Babcock,RIGHT,77,210,0,0,0.366666667,0,HEAVY,0.0003795
425,Craig Eaton,RIGHT,71,175,0,0,0.405714286,1,MODERATE,0.0003795
426,Derrel Thomas,BOTH,72,160,0.249,43,0.45,2,LEAN,0.002755676
427,Art Howe,RIGHT,74,190,0.26,43,0.389473684,1,MODERATE,0.0003795
428,Ike Brown,RIGHT,72,190,0.256,20,0.378947368,0,HEAVY,0.0003795
429,Howie Goss,RIGHT,76,204,0.216,11,0.37254902,0,HEAVY,0.0003795
430,Glenn Borgmann,RIGHT,76,210,0.229,16,0.361904762,0,HEAVY,0.0003795
431,Lamar Johnson,RIGHT,74,215,0.287,64,0.344186047,0,HEAVY,0.0003795
432,Julio Gonzalez,RIGHT,71,162,0.235,4,0.438271605,2,LEAN,0.0003795
433,Bobby Klaus,RIGHT,70,170,0.208,6,0.411764706,1,MODERATE,0.0003795
434,Manny Sanguillen,RIGHT,72,193,0.296,65,0.373056995,0,HEAVY,0.0003795
435,Gates Brown,LEFT,71,220,0.257,84,0.322727273,0,HEAVY,0.000647192
436,Johnny Ray,BOTH,71,170,0.29,53,0.417647059,1,MODERATE,0.002755676
437,Jesus Alou,RIGHT,74,190,0.28,32,0.389473684,1,MODERATE,0.0003795
438,Ken Landreaux,LEFT,70,165,0.268,91,0.424242424,1,MODERATE,0.000647192
439,Enos Cabell,RIGHT,76,170,0.277,60,0.447058824,2,LEAN,0.0003795
440,Roy Branch,RIGHT,72,175,0,0,0.411428571,1,MODERATE,0.0003795
441,Billy North,BOTH,71,185,0.261,20,0.383783784,1,MODERATE,0.002755676
442,Juan Beniquez,RIGHT,71,150,0.274,79,0.473333333,2,LEAN,0.0003795
443,Frank Fernandez,RIGHT,72,185,0.199,39,0.389189189,1,MODERATE,0.0003795
444,Bombo Rivera,RIGHT,70,187,0.265,10,0.374331551,0,HEAVY,0.0003795
445,Steve Brye,RIGHT,72,190,0.258,30,0.378947368,0,HEAVY,0.0003795
446,Ron Jackson,RIGHT,72,200,0.259,56,0.36,0,HEAVY,0.0003795
447,Roger Metzger,BOTH,72,165,0.231,5,0.436363636,2,LEAN,0.002755676
448,Rufino Linares,RIGHT,72,170,0.27,11,0.423529412,1,MODERATE,0.0003795
449,Ray Webster,LEFT,72,185,0.244,17,0.389189189,1,MODERATE,0.000647192
450,Bob Kearney,RIGHT,72,190,0.233,27,0.378947368,0,HEAVY,0.0003795
451,Fergie Jenkins,RIGHT,77,205,0.165,13,0.375609756,0,HEAVY,0.0003795
452,Dick Dietz,RIGHT,73,195,0.261,66,0.374358974,0,HEAVY,0.0003795
453,Ted Cox,RIGHT,75,195,0.245,10,0.384615385,1,MODERATE,0.0003795
454,Bobby Mitchell,LEFT,70,170,0.243,3,0.411764706,1,MODERATE,0.000647192
455,Bobby Mitchell,RIGHT,75,185,0.235,21,0.405405405,1,MODERATE,0.0003795
456,Barry Evans,RIGHT,73,180,0.251,2,0.405555556,1,MODERATE,0.0003795
457,Mickey Brantley,RIGHT,70,180,0.259,32,0.388888889,1,MODERATE,0.0003795
458,Al Gallagher,RIGHT,72,180,0.263,11,0.4,1,MODERATE,0.0003795
459,Rob Woodward,RIGHT,75,185,0,0,0.405405405,1,MODERATE,0.0003795
460,Hector Cruz,RIGHT,71,170,0.225,39,0.417647059,1,MODERATE,0.0003795
461,Fred Norman,BOTH,68,155,0.125,0,0.438709677,2,LEAN,0.002755676
462,Woody Woodward,RIGHT,74,180,0.236,1,0.411111111,1,MODERATE,0.0003795
463,Ted Martinez,RIGHT,72,165,0.24,7,0.436363636,2,LEAN,0.0003795
464,Jim Anderson,RIGHT,72,170,0.218,13,0.423529412,1,MODERATE,0.0003795
465,Lenn Sakata,RIGHT,69,160,0.23,25,0.43125,1,MODERATE,0.0003795
466,Dave Duncan,RIGHT,74,190,0.214,109,0.389473684,1,MODERATE,0.0003795
467,Randy Jones,RIGHT,72,178,0.132,0,0.404494382,1,MODERATE,0.0003795
468,Dick Billings,RIGHT,73,195,0.227,16,0.374358974,0,HEAVY,0.0003795
469,Bob Veselic,RIGHT,72,175,0,0,0.411428571,1,MODERATE,0.0003795
470,Bruce Bochte,LEFT,75,195,0.282,100,0.384615385,1,MODERATE,0.000647192
471,Bernie Carbo,LEFT,71,173,0.264,96,0.410404624,1,MODERATE,0.000647192
472,Vic Davalillo,LEFT,67,150,0.279,36,0.446666667,2,LEAN,0.000647192
473,Burt Hooton,RIGHT,73,210,0.123,4,0.347619048,0,HEAVY,0.0003795
474,Chuck Hockenbery,BOTH,73,195,0,0,0.374358974,0,HEAVY,0.002755676
475,Bob Ferris,RIGHT,78,225,0,0,0.346666667,0,HEAVY,0.0003795
476,Fernando Gonzalez,RIGHT,70,165,0.235,17,0.424242424,1,MODERATE,0.0003795
477,Jim Sundberg,RIGHT,72,190,0.248,95,0.378947368,0,HEAVY,0.0003795
478,Andy Kosco,RIGHT,75,205,0.236,73,0.365853659,0,HEAVY,0.0003795
479,Steve Huntz,BOTH,73,204,0.206,16,0.357843137,0,HEAVY,0.002755676
480,Gary Wheelock,RIGHT,75,205,0,0,0.365853659,0,HEAVY,0.0003795
481,Lenny Faedo,RIGHT,72,170,0.251,5,0.423529412,1,MODERATE,0.0003795
482,John Lowenstein,LEFT,72,175,0.253,116,0.411428571,1,MODERATE,0.000647192
483,Don Kessinger,BOTH,73,170,0.252,14,0.429411765,1,MODERATE,0.002755676
484,Joe Hague,LEFT,72,195,0.239,40,0.369230769,0,HEAVY,0.000647192
485,Bake McBride,LEFT,74,190,0.299,63,0.389473684,1,MODERATE,0.000647192
486,Dick Davis,RIGHT,75,190,0.265,27,0.394736842,1,MODERATE,0.0003795
487,Richie Scheinblum,BOTH,73,180,0.263,13,0.405555556,1,MODERATE,0.002755676
488,Ed Herrmann,LEFT,73,195,0.24,80,0.374358974,0,HEAVY,0.000647192
489,Mike Rochford,LEFT,76,205,0,0,0.370731707,0,HEAVY,0.000647192
490,Jeff Schneider,BOTH,75,195,0,0,0.384615385,1,MODERATE,0.002755676
491,Bob Molinaro,LEFT,72,190,0.264,14,0.378947368,0,HEAVY,0.000647192
492,Mike Hegan,LEFT,73,188,0.242,53,0.388297872,1,MODERATE,0.000647192
493,Mike Diaz,RIGHT,74,195,0.247,31,0.379487179,1,MODERATE,0.0003795
494,Tim Foli,RIGHT,72,179,0.251,25,0.402234637,1,MODERATE,0.0003795
495,Alan Knicely,RIGHT,72,190,0.213,12,0.378947368,0,HEAVY,0.0003795
496,Tim Laudner,RIGHT,75,212,0.225,77,0.353773585,0,HEAVY,0.0003795
497,Jose Morales,RIGHT,71,187,0.287,26,0.379679144,1,MODERATE,0.0003795
498,Luis Encarnacion,RIGHT,70,178,0,0,0.393258427,1,MODERATE,0.0003795
499,Rick Kreuger,RIGHT,74,185,0,0,0.4,1,MODERATE,0.0003795
500,Juan Marichal,RIGHT,72,185,0.165,4,0.389189189,1,MODERATE,0.0003795
501,Vida Blue,BOTH,72,189,0.104,4,0.380952381,1,MODERATE,0.002755676
502,Angel Moreno,LEFT,69,165,0,0,0.418181818,1,MODERATE,0.000647192
503,Roger Weaver,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
504,Stan Papi,RIGHT,72,170,0.218,7,0.423529412,1,MODERATE,0.0003795
505,Rob Wilfong,LEFT,73,180,0.248,39,0.405555556,1,MODERATE,0.000647192
506,Chris Knapp,RIGHT,77,195,0,0,0.394871795,1,MODERATE,0.0003795
507,Steve Henderson,RIGHT,74,190,0.28,68,0.389473684,1,MODERATE,0.0003795
508,Rob Picciolo,RIGHT,74,185,0.234,17,0.4,1,MODERATE,0.0003795
509,Don Welchel,RIGHT,76,205,0,0,0.370731707,0,HEAVY,0.0003795
510,Randy Wiles,LEFT,73,185,0,0,0.394594595,1,MODERATE,0.000647192
511,Roberto Pena,RIGHT,68,170,0.245,13,0.4,1,MODERATE,0.0003795
512,Bob Dernier,RIGHT,72,160,0.255,23,0.45,2,LEAN,0.0003795
513,Bill Melton,RIGHT,74,200,0.253,160,0.37,0,HEAVY,0.0003795
514,Albert Hall,BOTH,71,155,0.251,5,0.458064516,2,LEAN,0.002755676
515,Barbaro Garbey,RIGHT,70,170,0.267,11,0.411764706,1,MODERATE,0.0003795
516,John Milner,LEFT,72,185,0.249,131,0.389189189,1,MODERATE,0.000647192
517,Rich Reese,LEFT,75,185,0.253,52,0.405405405,1,MODERATE,0.000647192
518,Chris Bando,BOTH,72,195,0.227,27,0.369230769,0,HEAVY,0.002755676
519,Bill Buckner,LEFT,72,185,0.289,174,0.389189189,1,MODERATE,0.000647192
520,Jack Hiatt,RIGHT,74,190,0.251,22,0.389473684,1,MODERATE,0.0003795
521,Nelson Mathews,RIGHT,76,195,0.223,22,0.38974359,1,MODERATE,0.0003795
522,Larry Lintz,BOTH,69,150,0.227,0,0.46,2,LEAN,0.002755676
523,Ron Theobald,RIGHT,68,165,0.248,2,0.412121212,1,MODERATE,0.0003795
524,Dewey Robinson,RIGHT,72,180,0,0,0.4,1,MODERATE,0.0003795
525,Rafael Santana,RIGHT,73,165,0.246,13,0.442424242,2,LEAN,0.0003795
526,Jerry Hairston,BOTH,70,170,0.258,30,0.411764706,1,MODERATE,0.002755676
527,Tony Arnold,RIGHT,71,170,0,0,0.417647059,1,MODERATE,0.0003795
528,Jeff Schattinger,LEFT,77,200,0,0,0.385,1,MODERATE,0.000647192
529,Ike Brookens,RIGHT,77,170,0,0,0.452941176,2,LEAN,0.0003795
530,Tommie Aaron,RIGHT,75,190,0.229,13,0.394736842,1,MODERATE,0.0003795
531,Steve Dillard,RIGHT,73,180,0.243,13,0.405555556,1,MODERATE,0.0003795
532,Win Remmerswaal,RIGHT,74,160,0,0,0.4625,2,LEAN,0.0003795
533,Jeff Peterek,RIGHT,74,195,0,0,0.379487179,1,MODERATE,0.0003795
534,George Scott,RIGHT,74,200,0.268,271,0.37,0,HEAVY,0.0003795
535,Jeff Shaver,RIGHT,75,195,0,0,0.384615385,1,MODERATE,0.0003795
536,Ken Walters,RIGHT,73,180,0.231,11,0.405555556,1,MODERATE,0.0003795
537,Gorman Thomas,RIGHT,74,210,0.225,268,0.352380952,0,HEAVY,0.0003795
538,Paul Dade,RIGHT,73,185,0.27,10,0.394594595,1,MODERATE,0.0003795
539,Darrell Porter,LEFT,72,193,0.247,188,0.373056995,0,HEAVY,0.000647192
540,Tim Johnson,LEFT,73,170,0.223,0,0.429411765,1,MODERATE,0.000647192
541,Fred Stanley,RIGHT,70,165,0.216,10,0.424242424,1,MODERATE,0.0003795
542,Larry Bowa,BOTH,70,155,0.26,15,0.451612903,2,LEAN,0.002755676
543,Tim Corcoran,LEFT,71,175,0.27,12,0.405714286,1,MODERATE,0.000647192
544,Jim Spencer,LEFT,74,195,0.25,146,0.379487179,1,MODERATE,0.000647192
545,Pete LaCock,LEFT,74,200,0.257,27,0.37,0,HEAVY,0.000647192
546,Carl Morton,RIGHT,72,200,0.156,7,0.36,0,HEAVY,0.0003795
547,Gary Gray,RIGHT,72,187,0.24,24,0.385026738,1,MODERATE,0.0003795
548,Matty Alou,LEFT,69,160,0.307,31,0.43125,1,MODERATE,0.000647192
549,Pete Filson,BOTH,74,195,0,0,0.379487179,1,MODERATE,0.002755676
550,Jim Dwyer,LEFT,70,165,0.26,77,0.424242424,1,MODERATE,0.000647192
551,Dalton Jones,LEFT,73,180,0.235,41,0.405555556,1,MODERATE,0.000647192
552,Rennie Stennett,RIGHT,71,160,0.274,41,0.44375,2,LEAN,0.0003795
553,Jim Gideon,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
554,Jerry May,RIGHT,74,190,0.234,15,0.389473684,1,MODERATE,0.0003795
555,Rich McKinney,RIGHT,71,185,0.225,20,0.383783784,1,MODERATE,0.0003795
556,Clint Hurdle,LEFT,75,195,0.259,32,0.384615385,1,MODERATE,0.000647192
557,Mike Andrews,RIGHT,75,195,0.258,66,0.384615385,1,MODERATE,0.0003795
558,Bobby Clark,RIGHT,72,190,0.239,19,0.378947368,0,HEAVY,0.0003795
559,Jeff Twitty,LEFT,74,185,0,0,0.4,1,MODERATE,0.000647192
560,Cliff Johnson,RIGHT,76,215,0.258,196,0.353488372,0,HEAVY,0.0003795
561,Steve Cummings,BOTH,74,200,0,0,0.37,0,HEAVY,0.002755676
562,Donn Clendenon,RIGHT,76,209,0.274,159,0.363636364,0,HEAVY,0.0003795
563,Charlie James,RIGHT,73,195,0.255,29,0.374358974,0,HEAVY,0.0003795
564,Bob Horner,RIGHT,73,195,0.277,218,0.374358974,0,HEAVY,0.0003795
565,Tom Veryzer,RIGHT,73,175,0.241,14,0.417142857,1,MODERATE,0.0003795
566,Jose Cecena,RIGHT,71,180,0,0,0.394444444,1,MODERATE,0.0003795
567,George Smith,RIGHT,70,170,0.205,9,0.411764706,1,MODERATE,0.0003795
568,Jim Essian,RIGHT,74,195,0.244,33,0.379487179,1,MODERATE,0.0003795
569,Onix Concepcion,RIGHT,66,160,0.239,3,0.4125,1,MODERATE,0.0003795
570,Boots Day,LEFT,69,160,0.256,8,0.43125,1,MODERATE,0.000647192
571,Brian Giles,RIGHT,73,165,0.228,10,0.442424242,2,LEAN,0.0003795
572,Garry Maddox,RIGHT,75,175,0.285,117,0.428571429,1,MODERATE,0.0003795
573,Alex Trevino,RIGHT,70,165,0.249,23,0.424242424,1,MODERATE,0.0003795
574,Jim Price,RIGHT,72,192,0.214,18,0.375,0,HEAVY,0.0003795
575,Felix Millan,RIGHT,71,172,0.279,22,0.412790698,1,MODERATE,0.0003795
576,Steve Garvey,RIGHT,70,192,0.294,272,0.364583333,0,HEAVY,0.0003795
577,Don Mincher,LEFT,75,205,0.249,200,0.365853659,0,HEAVY,0.000647192
578,Greg Erardi,RIGHT,73,190,0,0,0.384210526,1,MODERATE,0.0003795
579,Jim Farr,RIGHT,73,195,0,0,0.374358974,0,HEAVY,0.0003795
580,Tony Cloninger,RIGHT,72,210,0.192,11,0.342857143,0,HEAVY,0.0003795
581,Jim Gosger,LEFT,71,185,0.226,30,0.383783784,1,MODERATE,0.000647192
582,Chuck Harrison,RIGHT,70,185,0.238,17,0.378378378,0,HEAVY,0.0003795
583,Mike Ivie,RIGHT,75,205,0.269,81,0.365853659,0,HEAVY,0.0003795
584,Frank Dimichele,RIGHT,75,205,0,0,0.365853659,0,HEAVY,0.0003795
585,Bob Veale,BOTH,78,212,0.114,0,0.367924528,0,HEAVY,0.002755676
586,Marvell Wynne,LEFT,71,175,0.247,40,0.405714286,1,MODERATE,0.000647192
587,Dusty Baker,RIGHT,74,183,0.278,242,0.404371585,1,MODERATE,0.0003795
588,Tucker Ashford,RIGHT,73,195,0.218,6,0.374358974,0,HEAVY,0.0003795
589,Ned Yost,RIGHT,73,190,0.212,16,0.384210526,1,MODERATE,0.0003795
590,Bob Stinson,BOTH,71,180,0.25,33,0.394444444,1,MODERATE,0.002755676
591,Mike Warren,RIGHT,73,175,0,0,0.417142857,1,MODERATE,0.0003795
592,Gaylord Perry,RIGHT,76,205,0.131,6,0.370731707,0,HEAVY,0.0003795
593,Dave Marshall,LEFT,73,182,0.246,16,0.401098901,1,MODERATE,0.000647192
594,Mickey Hatcher,RIGHT,74,200,0.28,38,0.37,0,HEAVY,0.0003795
595,Roger Repoz,LEFT,75,190,0.224,82,0.394736842,1,MODERATE,0.000647192
596,Bill Fulton,RIGHT,75,195,0,0,0.384615385,1,MODERATE,0.0003795
597,John Orsino,RIGHT,75,215,0.249,40,0.348837209,0,HEAVY,0.0003795
598,Larry Anderson,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
599,Johnny Briggs,LEFT,73,190,0.253,139,0.384210526,1,MODERATE,0.000647192
600,Craig Mitchell,RIGHT,75,180,0,0,0.416666667,1,MODERATE,0.0003795
601,Dave Hostetler,RIGHT,76,215,0.229,37,0.353488372,0,HEAVY,0.0003795
602,Bob Jones,LEFT,74,195,0.221,20,0.379487179,1,MODERATE,0.000647192
603,Keith Hernandez,LEFT,72,180,0.296,162,0.4,1,MODERATE,0.000647192
604,Alfredo Martinez,RIGHT,75,185,0,0,0.405405405,1,MODERATE,0.0003795
605,Dean Chance,RIGHT,75,200,0.066,0,0.375,0,HEAVY,0.0003795
606,Willie Upshaw,LEFT,72,185,0.262,123,0.389189189,1,MODERATE,0.000647192
607,Dick Green,RIGHT,70,180,0.24,80,0.388888889,1,MODERATE,0.0003795
608,Dane Iorg,LEFT,72,180,0.276,14,0.4,1,MODERATE,0.000647192
609,Richie Hebner,LEFT,73,195,0.276,203,0.374358974,0,HEAVY,0.000647192
610,Fran Healy,RIGHT,77,220,0.25,20,0.35,0,HEAVY,0.0003795
611,Doc Edwards,RIGHT,74,215,0.238,15,0.344186047,0,HEAVY,0.0003795
612,Sandy Alomar,BOTH,69,140,0.245,13,0.492857143,2,LEAN,0.002755676
613,Joe Strain,RIGHT,70,169,0.25,1,0.414201183,1,MODERATE,0.0003795
614,Gene Richards,LEFT,72,175,0.29,26,0.411428571,1,MODERATE,0.000647192
615,Buddy Bell,RIGHT,73,180,0.279,201,0.405555556,1,MODERATE,0.0003795
616,Al Woods,LEFT,75,190,0.271,35,0.394736842,1,MODERATE,0.000647192
617,Rudy Law,LEFT,73,165,0.271,18,0.442424242,2,LEAN,0.000647192
618,Joel Davis,LEFT,77,205,0,0,0.375609756,0,HEAVY,0.000647192
619,Jody Davis,RIGHT,76,192,0.245,127,0.395833333,1,MODERATE,0.0003795
620,Mike Edwards,RIGHT,70,154,0.25,2,0.454545455,2,LEAN,0.0003795
